cell_type,n,nt,sc,dom_layer,layer_b_pct,tot,contra_pct,out_syn
AN_GNG_VES_3,2,gaba,ascending,,,,23.69,1085.0
AN_GNG_VES_4,6,acetylcholine,ascending,,,,13.26,4697.0
AN_GNG_VES_5,2,acetylcholine,ascending,,,,6.29,3036.0
AN_GNG_VES_6,2,gaba,ascending,,,,3.52,795.0
AN_GNG_VES_7,6,gaba,ascending,,,,10.0,2680.0
AN_GNG_VES_8,2,acetylcholine,ascending,,,,5.05,2219.0
AN_GNG_VES_9,4,acetylcholine,ascending,,,,23.22,956.0
AN_GNG_WED_1,2,acetylcholine,ascending,,,,10.19,4033.0
AN_GNG_WED_2,4,acetylcholine,ascending,,,,13.6,2655.0
AN_GNG_WED_3,2,acetylcholine,ascending,,,,28.98,1832.0
AN_IPS_1,2,acetylcholine,ascending,,,,3.12,385.0
AN_IPS_GNG_1,2,gaba,ascending,,,,2.34,768.0
AN_IPS_GNG_2,2,acetylcholine,ascending,,,,3.81,341.0
AN_IPS_GNG_3,2,acetylcholine,ascending,,,,15.05,1947.0
AN_IPS_GNG_4,2,acetylcholine,ascending,,,,8.6,93.0
AN_IPS_GNG_5,2,acetylcholine,ascending,,,,10.08,2470.0
AN_IPS_GNG_6,13,acetylcholine,ascending,,,,5.57,1077.0
AN_IPS_GNG_7,12,acetylcholine,ascending,,,,11.55,19144.0
AN_IPS_LAL_1,6,acetylcholine,ascending,,,,6.8,11402.0
AN_IPS_SPS_1,2,acetylcholine,ascending,,,,12.59,1247.0
AN_IPS_WED_1,2,acetylcholine,ascending,,,,10.02,1018.0
AN_IPS_WED_2,2,acetylcholine,ascending,,,,3.32,4487.0
AN_LAL_1,2,serotonin,ascending,,,,16.14,1245.0
AN_LH_AVLP_1,4,acetylcholine,ascending,,,,1.46,10096.0
AN_PRW_FLA_1,3,glutamate,ascending,,,,33.55,2677.0
AN_SAD_FLA_1,2,acetylcholine,ascending,,,,60.0,10.0
AN_SAD_GNG_1,2,gaba,ascending,,,,3.71,2965.0
AN_SAD_GNG_2,2,acetylcholine,ascending,,,,27.88,208.0
AN_SLP_AVLP_1,4,acetylcholine,ascending,,,,4.63,1556.0
AN_SLP_LH_1,2,acetylcholine,ascending,,,,4.1,1805.0
AN_SMP_1,5,glutamate,ascending,,,,40.43,2397.0
AN_SMP_2,2,serotonin,ascending,,,,35.19,1367.0
AN_SMP_3,2,acetylcholine,ascending,,,,49.37,2463.0
AN_SMP_FLA_1,2,acetylcholine,ascending,,,,26.35,1237.0
AN_SPS_GNG_1,2,acetylcholine,ascending,,,,34.23,1449.0
AN_SPS_IPS_1,2,acetylcholine,ascending,,,,5.31,697.0
AN_SPS_IPS_2,6,acetylcholine,ascending,,,,3.82,1335.0
AN_SPS_IPS_3,2,acetylcholine,ascending,,,,17.94,2403.0
AN_SPS_IPS_4,2,acetylcholine,ascending,,,,5.13,995.0
AN_SPS_IPS_5,2,acetylcholine,ascending,,,,26.49,2076.0
AN_SPS_IPS_6,2,acetylcholine,ascending,,,,29.49,2767.0
AN_VES_GNG_1,2,gaba,ascending,,,,10.17,2291.0
AN_VES_GNG_2,2,gaba,ascending,,,,11.6,4240.0
AN_VES_GNG_3,2,acetylcholine,ascending,,,,6.04,2618.0
AN_VES_GNG_4,2,glutamate,ascending,,,,25.15,1149.0
AN_VES_GNG_5,2,acetylcholine,ascending,,,,6.82,2228.0
AN_VES_GNG_6,2,glutamate,ascending,,,,27.54,1209.0
AN_VES_GNG_7,2,acetylcholine,ascending,,,,13.4,1784.0
AN_VES_GNG_8,4,acetylcholine,ascending,,,,11.03,4996.0
AN_VES_WED_1,2,acetylcholine,ascending,,,,6.12,2468.0
AN_VES_WED_2,2,acetylcholine,ascending,,,,13.2,3114.0
AN_VES_WED_3,2,acetylcholine,ascending,,,,4.24,1251.0
AN_WED_GNG_1,2,acetylcholine,ascending,,,,8.71,999.0
AN_WED_GNG_2,4,acetylcholine,ascending,,,,9.47,243.0
AN_multi_1,2,glutamate,ascending,,,,52.65,923.0
AN_multi_10,2,acetylcholine,ascending,,,,3.08,5460.0
AN_multi_100,2,gaba,ascending,,,,8.74,3099.0
AN_multi_101,2,acetylcholine,ascending,,,,17.32,433.0
AN_multi_102,2,acetylcholine,ascending,,,,21.6,426.0
AN_multi_103,2,gaba,ascending,,,,31.81,5734.0
AN_multi_104,2,acetylcholine,ascending,,,,15.68,893.0
AN_multi_105,2,acetylcholine,ascending,,,,23.45,14430.0
AN_multi_106,4,acetylcholine,ascending,,,,11.39,7437.0
AN_multi_107,2,glutamate,ascending,,,,40.83,1494.0
AN_multi_108,2,acetylcholine,ascending,,,,16.12,726.0
AN_multi_109,2,acetylcholine,ascending,,,,9.11,494.0
AN_multi_11,2,gaba,ascending,,,,41.67,19684.0
AN_multi_110,2,acetylcholine,ascending,,,,11.11,2160.0
AN_multi_111,2,gaba,ascending,,,,13.81,1499.0
AN_multi_112,2,acetylcholine,ascending,,,,11.72,2850.0
AN_multi_113,2,acetylcholine,ascending,,,,9.22,2116.0
AN_multi_114,2,acetylcholine,ascending,,,,3.43,2305.0
AN_multi_115,2,acetylcholine,ascending,,,,22.93,2067.0
AN_multi_116,2,acetylcholine,ascending,,,,6.44,2718.0
AN_multi_117,4,acetylcholine,ascending,,,,7.02,3150.0
AN_multi_118,2,acetylcholine,ascending,,,,5.38,1283.0
AN_multi_119,2,acetylcholine,ascending,,,,21.14,402.0
AN_multi_12,2,glutamate,ascending,,,,45.63,15788.0
AN_multi_120,2,acetylcholine,ascending,,,,6.53,674.0
AN_multi_121,2,acetylcholine,ascending,,,,3.22,1304.0
AN_multi_122,2,acetylcholine,ascending,,,,24.76,1256.0
AN_multi_124,10,serotonin,ascending,b,37.5,8.0,47.78,2076.0
AN_multi_125,2,serotonin,ascending,c,0.0,1.0,49.24,727.0
AN_multi_127,4,acetylcholine,ascending,,,,8.21,4859.0
AN_multi_128,4,acetylcholine,ascending,,,,4.95,2362.0
AN_multi_13,2,gaba,ascending,,,,9.58,2891.0
AN_multi_14,2,acetylcholine,ascending,,,,19.72,9857.0
AN_multi_15,2,gaba,ascending,,,,3.08,1170.0
AN_multi_16,2,acetylcholine,ascending,,,,3.77,2176.0
AN_multi_17,2,acetylcholine,ascending,,,,39.85,5940.0
AN_multi_18,4,acetylcholine,ascending,,,,2.74,2559.0
AN_multi_19,2,gaba,ascending,,,,13.31,6110.0
AN_multi_2,2,acetylcholine,ascending,,,,11.63,3207.0
AN_multi_20,2,acetylcholine,ascending,,,,15.44,3788.0
AN_multi_21,2,acetylcholine,ascending,,,,10.01,1919.0
AN_multi_22,2,acetylcholine,ascending,,,,22.3,2269.0
AN_multi_23,2,acetylcholine,ascending,,,,17.58,654.0
AN_multi_24,2,acetylcholine,ascending,,,,43.66,3381.0
AN_multi_25,2,acetylcholine,ascending,,,,7.59,1146.0
AN_multi_26,2,acetylcholine,ascending,,,,10.18,1081.0
AN_multi_27,2,acetylcholine,ascending,,,,9.22,2116.0
AN_multi_28,2,gaba,ascending,,,,48.71,41315.0
AN_multi_29,2,acetylcholine,ascending,,,,7.3,3658.0
AN_multi_3,2,glutamate,ascending,,,,25.18,2903.0
AN_multi_30,2,gaba,ascending,,,,7.71,4213.0
AN_multi_31,2,glutamate,ascending,,,,37.5,936.0
AN_multi_32,2,gaba,ascending,,,,45.6,2228.0
AN_multi_33,2,gaba,ascending,,,,48.28,4337.0
AN_multi_34,2,acetylcholine,ascending,,,,41.46,796.0
AN_multi_35,2,acetylcholine,ascending,,,,51.18,762.0
AN_multi_36,2,acetylcholine,ascending,,,,3.66,1830.0
AN_multi_37,2,acetylcholine,ascending,,,,6.62,1193.0
AN_multi_38,2,gaba,ascending,,,,5.96,1174.0
AN_multi_39,2,gaba,ascending,,,,13.56,2309.0
AN_multi_4,2,acetylcholine,ascending,,,,36.88,6842.0
AN_multi_40,2,gaba,ascending,,,,8.41,2461.0
AN_multi_41,2,gaba,ascending,,,,9.13,1030.0
AN_multi_42,2,acetylcholine,ascending,,,,19.02,1456.0
AN_multi_43,2,acetylcholine,ascending,,,,9.36,2232.0
AN_multi_44,2,acetylcholine,ascending,,,,27.85,1932.0
AN_multi_45,2,acetylcholine,ascending,,,,9.42,1540.0
AN_multi_46,2,acetylcholine,ascending,,,,47.12,1006.0
AN_multi_47,2,acetylcholine,ascending,,,,14.99,5398.0
AN_multi_48,2,glutamate,ascending,,,,3.7,1541.0
AN_multi_49,2,acetylcholine,ascending,,,,2.96,2397.0
AN_multi_50,2,gaba,ascending,,,,8.21,3716.0
AN_multi_51,2,acetylcholine,ascending,,,,11.63,1960.0
AN_multi_52,2,acetylcholine,ascending,,,,16.93,2451.0
AN_multi_53,2,acetylcholine,ascending,,,,30.38,451.0
AN_multi_54,2,acetylcholine,ascending,,,,13.47,475.0
AN_multi_55,2,acetylcholine,ascending,,,,10.89,3736.0
AN_multi_56,2,acetylcholine,ascending,,,,41.4,1174.0
AN_multi_57,2,acetylcholine,ascending,,,,17.73,2374.0
AN_multi_58,2,acetylcholine,ascending,,,,17.48,4135.0
AN_multi_59,2,acetylcholine,ascending,,,,10.29,2905.0
AN_multi_6,2,gaba,ascending,,,,33.66,5591.0
AN_multi_60,2,acetylcholine,ascending,,,,24.59,3367.0
AN_multi_61,2,acetylcholine,ascending,,,,9.7,1299.0
AN_multi_62,2,acetylcholine,ascending,,,,8.61,4971.0
AN_multi_63,2,acetylcholine,ascending,,,,12.19,2805.0
AN_multi_64,2,acetylcholine,ascending,,,,12.27,815.0
AN_multi_65,2,acetylcholine,ascending,,,,8.45,3066.0
AN_multi_66,2,acetylcholine,ascending,,,,9.06,2394.0
AN_multi_67,2,acetylcholine,ascending,,,,11.3,4550.0
AN_multi_68,2,acetylcholine,ascending,,,,11.0,2782.0
AN_multi_69,2,acetylcholine,ascending,,,,23.6,1161.0
AN_multi_7,2,acetylcholine,ascending,,,,32.92,1698.0
AN_multi_70,2,acetylcholine,ascending,,,,7.01,1113.0
AN_multi_71,2,acetylcholine,ascending,,,,11.43,2239.0
AN_multi_72,2,glutamate,ascending,,,,34.7,683.0
AN_multi_73,2,glutamate,ascending,,,,50.12,2975.0
AN_multi_74,2,acetylcholine,ascending,,,,49.8,508.0
AN_multi_75,2,glutamate,ascending,,,,47.07,2084.0
AN_multi_76,2,acetylcholine,ascending,,,,43.81,2180.0
AN_multi_77,2,acetylcholine,ascending,,,,44.84,1231.0
AN_multi_78,2,serotonin,ascending,,,,43.23,502.0
AN_multi_79,2,acetylcholine,ascending,,,,49.43,2976.0
AN_multi_8,2,glutamate,ascending,,,,11.65,10673.0
AN_multi_80,2,acetylcholine,ascending,,,,48.63,730.0
AN_multi_81,2,acetylcholine,ascending,,,,37.99,5493.0
AN_multi_82,2,acetylcholine,ascending,,,,25.36,2378.0
AN_multi_83,2,acetylcholine,ascending,,,,10.87,1132.0
AN_multi_84,2,acetylcholine,ascending,,,,16.46,3074.0
AN_multi_85,2,acetylcholine,ascending,,,,22.17,785.0
AN_multi_86,2,acetylcholine,ascending,,,,26.01,2957.0
AN_multi_87,2,gaba,ascending,,,,54.58,2098.0
AN_multi_88,2,acetylcholine,ascending,,,,47.06,3245.0
AN_multi_89,2,acetylcholine,ascending,,,,32.8,750.0
AN_multi_9,2,acetylcholine,ascending,,,,11.55,2624.0
AN_multi_90,2,acetylcholine,ascending,,,,18.8,1830.0
AN_multi_91,2,acetylcholine,ascending,,,,6.56,1493.0
AN_multi_92,2,acetylcholine,ascending,,,,49.78,3907.0
AN_multi_93,2,acetylcholine,ascending,,,,11.43,3571.0
AN_multi_94,2,gaba,ascending,,,,13.11,3204.0
AN_multi_95,2,acetylcholine,ascending,,,,11.34,4039.0
AN_multi_96,2,acetylcholine,ascending,,,,4.35,1495.0
AN_multi_97,2,acetylcholine,ascending,,,,29.89,3085.0
AN_multi_98,4,acetylcholine,ascending,,,,19.5,2005.0
AN_multi_99,2,acetylcholine,ascending,,,,22.24,661.0
AOTU007,11,acetylcholine,central,,,,51.2,4756.0
AOTU008a,8,acetylcholine,central,,,,36.88,3408.0
AOTU008b,2,acetylcholine,central,,,,9.91,636.0
AOTU008c,4,acetylcholine,central,,,,10.74,1667.0
AOTU008d,8,acetylcholine,central,,,,65.71,1808.0
AOTU009,2,glutamate,central,,,,0.81,2970.0
AOTU011,4,glutamate,central,,,,5.93,2157.0
AOTU012,2,acetylcholine,central,,,,3.71,3587.0
AOTU013,2,acetylcholine,central,,,,9.45,2721.0
AOTU014,2,acetylcholine,central,,,,24.89,3780.0
AOTU015a,4,acetylcholine,central,,,,2.8,2925.0
AOTU015b,2,acetylcholine,central,,,,1.42,1837.0
"AOTU018,AOTU031",4,acetylcholine,central,,,,8.32,1383.0
AOTU019,2,gaba,central,,,,86.27,11389.0
AOTU020,4,gaba,central,,,,9.2,1827.0
AOTU021,4,gaba,central,,,,37.9,1314.0
AOTU022,2,gaba,central,,,,31.03,941.0
AOTU023,2,acetylcholine,central,,,,44.25,1912.0
AOTU024,2,acetylcholine,central,,,,48.8,832.0
AOTU025,2,acetylcholine,central,,,,10.52,4352.0
AOTU026,2,acetylcholine,central,,,,3.82,3767.0
AOTU027,2,acetylcholine,central,,,,4.68,3075.0
AOTU028,2,acetylcholine,central,,,,4.79,2466.0
AOTU030,2,acetylcholine,central,,,,6.6,1212.0
"AOTU032,AOTU034",12,acetylcholine,central,,,,3.84,6177.0
AOTU033,2,acetylcholine,central,,,,6.53,7244.0
AOTU035,2,glutamate,central,,,,44.19,10807.0
AOTU036,2,gaba,central,,,,98.31,3129.0
AOTU037,6,glutamate,central,,,,79.38,1445.0
AOTU038,8,glutamate,central,,,,94.19,1118.0
AOTU039,8,glutamate,central,,,,79.14,1970.0
AOTU041,4,gaba,central,,,,26.03,16914.0
AOTU042,4,gaba,central,,,,90.23,18622.0
AOTU046,4,glutamate,central,,,,46.88,10411.0
AOTU047,2,glutamate,central,,,,0.25,1611.0
AOTU048,3,gaba,central,,,,8.47,1748.0
AOTU049,2,gaba,central,,,,11.88,1069.0
AOTU050,1,gaba,central,,,,4.66,751.0
AOTU050a,2,gaba,central,,,,2.58,1009.0
AOTU050b,8,gaba,central,,,,1.2,5256.0
AOTU051,6,gaba,central,,,,14.12,2401.0
AOTU052,7,gaba,central,,,,10.86,3563.0
AOTU053,3,gaba,central,,,,4.08,957.0
AOTU054,2,gaba,central,,,,1.5,601.0
AOTU059,13,gaba,central,,,,0.85,3392.0
AOTU060,8,gaba,central,,,,3.08,1656.0
AOTU061,5,gaba,central,,,,6.4,1062.0
AOTU062,10,gaba,central,,,,4.05,1678.0
AOTU063a,2,glutamate,central,,,,40.35,4563.0
AOTU063b,2,glutamate,central,,,,17.0,3788.0
AOTU064,2,gaba,central,,,,9.9,6680.0
AOTU065,2,acetylcholine,central,,,,2.9,2205.0
AOTUv1A_T01,4,gaba,central,,,,79.64,5915.0
AOTUv3B_M01,2,acetylcholine,central,,,,6.12,2842.0
AOTUv3B_P01,2,acetylcholine,central,,,,7.28,1924.0
AOTUv3B_P02,2,acetylcholine,central,,,,3.08,2959.0
AOTUv3B_P06,2,acetylcholine,central,,,,15.55,2637.0
AOTUv4B_P02,2,acetylcholine,central,,,,11.64,2611.0
APDN3,6,glutamate,central,,,,2.28,6185.0
APL,2,gaba,central,,,,2.47,110784.0
ATL001,2,glutamate,central,,,,5.11,1821.0
ATL002,2,glutamate,central,,,,5.0,3397.0
ATL003,2,glutamate,central,,,,3.11,2671.0
ATL004,2,glutamate,central,,,,1.55,1291.0
ATL006,2,acetylcholine,central,,,,51.49,1478.0
ATL008,2,glutamate,central,,,,71.01,2101.0
ATL009,9,gaba,central,,,,15.68,3405.0
ATL010,4,gaba,central,,,,11.99,1026.0
ATL011,2,glutamate,central,,,,38.1,2110.0
ATL012,4,acetylcholine,central,,,,38.13,3016.0
ATL013,4,acetylcholine,central,,,,54.81,759.0
ATL014,2,glutamate,central,,,,25.78,2824.0
ATL015,2,acetylcholine,central,,,,4.86,2488.0
ATL016,2,glutamate,central,,,,47.78,1597.0
"ATL017,ATL018",6,acetylcholine,central,,,,42.81,4471.0
ATL021,2,acetylcholine,central,,,,37.33,3616.0
ATL022,2,acetylcholine,central,,,,8.91,2537.0
ATL023,2,glutamate,central,,,,8.09,2311.0
"ATL024,IB042",4,glutamate,central,,,,38.2,1793.0
ATL025,2,acetylcholine,central,,,,52.82,2588.0
ATL026,2,acetylcholine,central,,,,47.98,1586.0
ATL027,2,acetylcholine,central,,,,41.27,1890.0
ATL028,2,acetylcholine,central,,,,41.46,2108.0
ATL029,2,acetylcholine,central,,,,30.63,901.0
ATL030,2,gaba,central,,,,10.83,3018.0
ATL031,2,dopamine,central,,,,63.28,1288.0
ATL032,2,dopamine,central,,,,42.66,572.0
ATL033,2,glutamate,central,,,,42.66,1880.0
ATL034,2,glutamate,central,,,,35.54,1387.0
"ATL035,ATL036",5,glutamate,central,,,,36.65,2093.0
ATL037,2,acetylcholine,central,,,,43.61,3284.0
"ATL038,ATL039",4,acetylcholine,central,,,,39.58,2125.0
ATL040,2,glutamate,central,,,,37.98,1385.0
ATL042,2,dopamine,central,,,,36.4,1107.0
ATL043,2,dopamine,central,,,,11.98,893.0
ATL044,2,acetylcholine,central,,,,4.12,1336.0
AVLP001,2,gaba,central,,,,2.14,24408.0
AVLP006a,2,gaba,central,,,,1.82,1317.0
AVLP006b,2,gaba,central,,,,1.76,1136.0
AVLP008,10,gaba,central,,,,9.33,2680.0
AVLP009,7,gaba,central,,,,34.03,2104.0
AVLP010,8,gaba,central,,,,10.64,1532.0
"AVLP011,AVLP012",9,gaba,central,,,,3.05,1246.0
AVLP013,4,gaba,central,,,,3.31,605.0
AVLP014,3,glutamate,central,,,,2.17,783.0
AVLP015,2,glutamate,central,,,,3.06,2878.0
AVLP016,2,glutamate,central,,,,3.93,23483.0
AVLP017,2,glutamate,central,,,,3.44,4946.0
AVLP018,2,acetylcholine,central,,,,34.45,4270.0
AVLP019,2,acetylcholine,central,,,,26.27,4358.0
AVLP020,2,glutamate,central,,,,29.84,3479.0
AVLP021,2,acetylcholine,central,,,,39.46,2942.0
AVLP022,2,glutamate,central,,,,69.91,1223.0
AVLP023,2,acetylcholine,central,,,,34.07,3783.0
AVLP024a,2,acetylcholine,central,,,,27.21,1540.0
AVLP024b,2,acetylcholine,central,,,,33.75,1680.0
AVLP024c,2,acetylcholine,central,,,,28.01,1924.0
AVLP025,2,acetylcholine,central,,,,32.59,2697.0
AVLP026,11,acetylcholine,central,,,,2.56,2618.0
AVLP027,4,acetylcholine,central,,,,2.15,932.0
AVLP028,10,acetylcholine,central,,,,1.62,2777.0
AVLP029,2,gaba,central,,,,8.59,12441.0
AVLP030,2,glutamate,central,,,,13.88,6882.0
AVLP031,2,gaba,central,,,,3.75,4345.0
AVLP032,2,acetylcholine,central,,,,46.67,3077.0
AVLP033,2,acetylcholine,central,,,,36.17,3644.0
AVLP034,2,acetylcholine,central,,,,54.89,1523.0
AVLP035,2,acetylcholine,central,,,,43.05,3473.0
"AVLP037,AVLP038",4,acetylcholine,central,,,,3.63,2945.0
AVLP038,3,acetylcholine,central,,,,6.5,1909.0
AVLP039,6,glutamate,central,,,,30.58,5121.0
AVLP040,9,acetylcholine,central,,,,4.01,7288.0
AVLP041,3,acetylcholine,central,,,,16.62,2521.0
AVLP042,4,acetylcholine,central,,,,6.05,2627.0
AVLP043,4,acetylcholine,central,,,,6.84,4692.0
AVLP044_a,4,acetylcholine,central,,,,5.58,1918.0
AVLP044b,3,acetylcholine,central,,,,5.18,2009.0
AVLP045,10,acetylcholine,central,,,,5.59,4494.0
AVLP046,4,acetylcholine,central,,,,5.71,2610.0
AVLP047,6,acetylcholine,central,,,,3.52,3611.0
AVLP048,4,acetylcholine,central,,,,31.41,2534.0
AVLP049,6,acetylcholine,central,,,,20.43,2628.0
AVLP050,6,acetylcholine,central,,,,31.24,2151.0
AVLP051,5,acetylcholine,central,,,,3.93,2522.0
AVLP053,2,acetylcholine,central,,,,1.67,4195.0
AVLP055,7,glutamate,central,,,,3.06,2023.0
AVLP059,4,glutamate,central,,,,11.51,4056.0
AVLP069,13,glutamate,central,,,,29.06,6318.0
AVLP075,2,glutamate,central,,,,41.93,2769.0
AVLP076,2,gaba,central,,,,2.76,17040.0
AVLP077,2,gaba,central,,,,5.5,11483.0
AVLP078,2,glutamate,central,,,,4.21,7407.0
AVLP079,2,gaba,central,,,,2.59,27263.0
AVLP080,2,gaba,central,,,,2.28,35411.0
AVLP081,2,gaba,central,,,,2.1,7462.0
AVLP082,2,gaba,central,,,,1.07,27188.0
AVLP083,2,gaba,central,,,,5.4,22291.0
AVLP084,2,gaba,central,,,,0.2,12207.0
AVLP085,2,gaba,central,,,,12.13,13170.0
AVLP086,2,gaba,central,,,,6.54,18630.0
AVLP087,2,glutamate,central,,,,0.93,12306.0
AVLP088,2,glutamate,central,,,,0.56,7292.0
AVLP089,4,glutamate,central,,,,3.07,3782.0
AVLP090,1,gaba,central,,,,2.59,2393.0
AVLP091,2,gaba,central,,,,2.32,2454.0
AVLP093,2,gaba,central,,,,5.43,1271.0
AVLP094,2,gaba,central,,,,9.95,1397.0
AVLP096,5,gaba,central,,,,33.04,3550.0
AVLP097,2,acetylcholine,central,,,,4.15,1880.0
AVLP098,2,acetylcholine,central,,,,1.25,1753.0
AVLP099,4,acetylcholine,central,,,,7.51,2170.0
AVLP100,2,acetylcholine,central,,,,5.13,1208.0
AVLP101,2,acetylcholine,central,,,,3.72,915.0
AVLP102,2,acetylcholine,central,,,,2.91,755.0
AVLP105,6,acetylcholine,central,,,,1.65,3214.0
AVLP107,4,acetylcholine,central,,,,1.12,2951.0
AVLP108,2,acetylcholine,central,,,,0.94,1166.0
AVLP109,5,acetylcholine,central,,,,1.45,3717.0
AVLP116,4,acetylcholine,central,,,,36.33,3091.0
AVLP120,4,acetylcholine,central,,,,13.15,3353.0
AVLP121,5,acetylcholine,central,,,,30.89,3937.0
AVLP129,2,acetylcholine,central,,,,26.25,678.0
AVLP132,2,acetylcholine,central,,,,19.12,1276.0
AVLP136,4,acetylcholine,central,,,,2.05,1413.0
AVLP140,3,acetylcholine,central,,,,39.44,1501.0
AVLP143a,2,acetylcholine,central,,,,42.11,1458.0
AVLP143b,2,acetylcholine,central,,,,47.87,1101.0
AVLP147,4,acetylcholine,central,,,,53.72,1359.0
AVLP149,12,acetylcholine,central,,,,5.03,1791.0
AVLP151,2,acetylcholine,central,d,0.0,21.0,20.97,9847.0
AVLP152,2,acetylcholine,central,,,,1.67,5025.0
AVLP153,2,acetylcholine,central,,,,7.44,5186.0
AVLP154,2,acetylcholine,central,,,,24.11,6019.0
AVLP155,2,acetylcholine,central,,,,25.16,2444.0
AVLP156,2,acetylcholine,central,,,,25.89,2213.0
AVLP157,2,acetylcholine,central,,,,30.32,5702.0
AVLP158,2,acetylcholine,central,,,,32.73,3138.0
AVLP159,2,acetylcholine,central,,,,53.09,2494.0
AVLP160,2,acetylcholine,central,,,,45.6,2875.0
AVLP161,2,acetylcholine,central,,,,49.49,1877.0
AVLP162,2,acetylcholine,central,,,,39.61,3062.0
AVLP164,3,acetylcholine,central,,,,6.85,4845.0
AVLP165,4,acetylcholine,central,,,,2.75,3529.0
AVLP169,2,acetylcholine,central,,,,10.34,3609.0
AVLP176_c,6,acetylcholine,central,,,,6.95,4490.0
AVLP178,2,acetylcholine,central,,,,28.64,887.0
AVLP180,2,acetylcholine,central,,,,3.89,1055.0
AVLP182,2,acetylcholine,central,,,,24.47,846.0
AVLP184,2,acetylcholine,central,,,,12.71,1880.0
AVLP186,4,acetylcholine,central,,,,2.61,2108.0
AVLP187,9,acetylcholine,central,,,,8.08,3180.0
AVLP189_a,4,acetylcholine,central,,,,25.4,1732.0
AVLP189_b,5,acetylcholine,central,,,,24.53,2772.0
"AVLP190,AVLP191",16,acetylcholine,central,,,,50.01,7390.0
AVLP193,2,acetylcholine,central,,,,31.88,1029.0
AVLP194,3,acetylcholine,central,,,,31.49,1534.0
AVLP194_a,4,acetylcholine,central,,,,40.4,3376.0
AVLP194_b,4,acetylcholine,central,,,,30.59,1399.0
AVLP194_c,7,acetylcholine,central,,,,34.06,2598.0
AVLP195,4,acetylcholine,central,,,,44.29,1707.0
AVLP200,2,gaba,central,,,,34.52,11997.0
AVLP201,2,gaba,central,,,,29.61,4553.0
AVLP202,2,gaba,central,,,,61.11,486.0
AVLP203,2,gaba,central,,,,64.39,2440.0
AVLP205a,2,gaba,central,,,,27.18,1479.0
AVLP205b,2,gaba,central,,,,32.05,1504.0
AVLP209,2,gaba,central,,,,5.51,9870.0
AVLP210,2,acetylcholine,central,,,,16.7,4784.0
AVLP211,2,acetylcholine,central,,,,15.74,4308.0
AVLP212,2,acetylcholine,central,,,,6.73,1649.0
AVLP213,2,gaba,central,,,,4.41,7956.0
AVLP214,2,acetylcholine,central,,,,7.69,2835.0
AVLP215,2,gaba,central,,,,12.87,12269.0
AVLP216,2,gaba,central,,,,1.41,5539.0
AVLP217,2,acetylcholine,central,,,,25.86,2235.0
AVLP218a,2,acetylcholine,central,,,,36.79,2036.0
AVLP218b,4,acetylcholine,central,,,,64.22,2605.0
AVLP219a,4,acetylcholine,central,,,,59.26,2020.0
AVLP219b,4,acetylcholine,central,,,,59.55,2084.0
AVLP219c,7,acetylcholine,central,,,,48.26,4836.0
AVLP220,4,acetylcholine,central,,,,34.34,3975.0
AVLP222,5,acetylcholine,central,,,,5.32,2840.0
AVLP224_a,5,acetylcholine,central,,,,3.0,3096.0
AVLP227,6,acetylcholine,central,,,,2.58,1548.0
AVLP229,6,acetylcholine,central,,,,3.31,2659.0
AVLP230,5,acetylcholine,central,,,,3.09,3884.0
AVLP232,15,acetylcholine,central,,,,2.88,9554.0
AVLP234a,2,acetylcholine,central,,,,47.0,800.0
AVLP234b,2,acetylcholine,central,,,,45.17,755.0
AVLP235,6,acetylcholine,central,,,,38.62,2543.0
AVLP243,4,acetylcholine,central,,,,49.81,6404.0
AVLP244,6,acetylcholine,central,,,,32.8,5180.0
AVLP251,2,gaba,central,,,,0.51,4503.0
AVLP252,3,gaba,central,,,,3.29,4891.0
"AVLP253,AVLP254",4,gaba,central,,,,5.8,3019.0
AVLP255,2,gaba,central,,,,42.81,577.0
AVLP256,5,gaba,central,,,,49.08,2170.0
AVLP257,2,acetylcholine,central,,,,23.75,3187.0
AVLP258,2,acetylcholine,central,,,,42.57,9088.0
AVLP259,4,acetylcholine,central,,,,35.02,2930.0
AVLP260,2,acetylcholine,central,,,,37.23,2906.0
AVLP263,2,acetylcholine,central,,,,28.79,1254.0
AVLP265a,6,acetylcholine,central,,,,50.3,3831.0
AVLP265b,2,acetylcholine,central,,,,58.98,1075.0
AVLP266,2,acetylcholine,central,,,,27.33,1493.0
AVLP267,2,acetylcholine,central,,,,45.27,1385.0
AVLP268,2,acetylcholine,central,,,,32.39,1127.0
AVLP269_a,4,acetylcholine,central,,,,26.49,925.0
AVLP279,2,acetylcholine,central,,,,7.81,320.0
AVLP280,2,acetylcholine,central,,,,3.78,11101.0
AVLP281,2,acetylcholine,central,,,,5.81,4454.0
AVLP282,4,acetylcholine,central,,,,1.88,11143.0
AVLP283,7,acetylcholine,central,,,,3.74,5742.0
AVLP284,3,acetylcholine,central,,,,2.19,3018.0
AVLP286,2,acetylcholine,central,,,,7.48,2393.0
AVLP287,4,acetylcholine,central,,,,4.27,3089.0
AVLP288,4,acetylcholine,central,,,,2.34,3377.0
AVLP289,2,acetylcholine,central,,,,0.5,13072.0
AVLP290a,2,acetylcholine,central,,,,1.83,5569.0
AVLP290b,4,acetylcholine,central,,,,2.01,7650.0
AVLP292,6,acetylcholine,central,,,,6.79,4271.0
